account_name,campaign_id,campaign_name,campaign_status,custom_url_parameters,data_source_name,date,domain,network,placement_destination_url,placement_status,account_id,active_view_impressions,clicks,conversions,conversion_value,cost,cost_eur,cost_gbp,cost_usd,engagements,impressions,interactions,video_views
Imagen,15692615938,CLARO_CCLB_CLARO CLUB BRANDING_EQU_CONV_API_DISME_01ABR22_30ABR22_6930_69304300743591001,enabled,,Google Ads,2022-04-19,mobileappcategory::69500,Display Network,,removed,7465087050,0,179,32.0,0.0,7.0572,6.5455,5.4247,7.0572,0,11989,179,0
