account_status,account_id,account_name,campaign_id,campaign_name,campaign_budget_remaining,campaign_daily_budget,campaign_end_date,campaign_lifetime_budget,campaign_start_date,campaign_buying_type,campaign_configured_status,campaign_objective,campaign_spend_cap,campaign_status,currency,data_source_name,date,platform_position,publisher_platform,spend_cap,cost,cost_eur,cost_gbp,cost_usd,reach,store_visits_point_estimate
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23847347219100009,CLARO_CLAH_B2S I_CONV_CON_FBME_01AGO21_31AGO21_4841_48414300743598001_ABIERTO,493.58,1165.0,2022-06-30,,2021-04-13,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_stories,messenger,0.0,3.0001,2.7992,2.3926,3.0001,1408,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23847347219100009,CLARO_CLAH_B2S I_CONV_CON_FBME_01AGO21_31AGO21_4841_48414300743598001_ABIERTO,493.58,1165.0,2022-06-30,,2021-04-13,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,right_hand_column,facebook,0.0,9.6802,9.0321,7.7201,9.6802,33599,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23847347219100009,CLARO_CLAH_B2S I_CONV_CON_FBME_01AGO21_31AGO21_4841_48414300743598001_ABIERTO,493.58,1165.0,2022-06-30,,2021-04-13,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,58.0812,54.1929,46.3204,58.0812,13440,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23847347219100009,CLARO_CLAH_B2S I_CONV_CON_FBME_01AGO21_31AGO21_4841_48414300743598001_ABIERTO,493.58,1165.0,2022-06-30,,2021-04-13,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,102.0521,95.2201,81.3877,102.0521,44223,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,8.7198,8.1361,6.9542,8.7198,1632,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,8.3198,7.7629,6.6352,8.3198,1408,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,379.7229,354.3018,302.833,379.7229,84670,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,19.1096,17.8303,15.2401,19.1096,4512,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,0.39,0.3639,0.311,0.39,153,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_reels,instagram,0.0,0.02,0.0187,0.016,0.02,21,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,29.1995,27.2447,23.2869,29.1995,9920,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,4.3999,4.1054,3.509,4.3999,4192,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,0.37,0.3452,0.2951,0.37,192,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,0.25,0.2333,0.1994,0.25,311,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,right_hand_column,facebook,0.0,0.35,0.3266,0.2791,0.35,1056,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,3.9599,3.6948,3.1581,3.9599,2528,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113411180009,CLARO_CLAT_TVIRTUAL AON PREPAGO_CONV_CONS_CON_FBIGME_01FEB21_31MAR22_3574_35744300743599003_pacing,0.0,,2022-06-30,,2021-07-30,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,80.3485,74.9694,64.0788,80.3485,28607,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,14.2195,13.2676,11.3402,14.2195,3584,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_reels,facebook,0.0,0.54,0.5038,0.4306,0.54,192,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,19.8493,18.5205,15.83,19.8493,3392,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,1214.0675,1132.7899,968.2316,1214.0675,315705,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,168.9441,157.6339,134.7347,168.9441,30335,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,3.1899,2.9763,2.544,3.1899,1088,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_reels,instagram,0.0,2.3299,2.1739,1.8581,2.3299,599,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,165.8642,154.7602,132.2784,165.8642,54655,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,5.7098,5.3275,4.5536,5.7098,8320,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,1.18,1.101,0.941,1.18,832,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,42.1285,39.3082,33.5979,42.1285,32063,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,right_hand_column,facebook,0.0,2.7799,2.5938,2.217,2.7799,8896,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,20.5593,19.1829,16.3962,20.5593,11264,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848113945660009,CLARO_CLAT_TVIRTUAL CONVERSIONES_CONV_CPT_FBIGME_01FEB21_30JUN22_4063_40634300743599001_pacing,0.0,,2022-06-30,,2021-08-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,54.3781,50.7377,43.3671,54.3781,25599,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,0.8,0.7464,0.638,0.8,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,32.0795,29.9319,25.5837,32.0795,19392,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,403.3935,376.3877,321.7105,403.3935,171075,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,58.809,54.872,46.9008,58.809,18176,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,1.65,1.5395,1.3159,1.65,704,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_reels,instagram,0.0,2.97,2.7711,2.3686,2.97,1184,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,96.9484,90.4581,77.3174,96.9484,52993,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,0.54,0.5038,0.4306,0.54,778,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,0.63,0.5878,0.5024,0.63,320,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,2.88,2.6871,2.2968,2.88,9728,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,right_hand_column,facebook,0.0,1.96,1.8288,1.5631,1.96,3008,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,6.9899,6.5219,5.5745,6.9899,5184,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23848574290580009,CLARO_CLAG_OFERTAS ESPECIALES_CONV_CPT_FBIGME_01OCT21_30ABR22_3441_34414300743599001,0.0,,2022-06-30,,2021-10-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,8.9199,8.3227,7.1137,8.9199,6784,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,0.27,0.2519,0.2153,0.27,64,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_reels_overlay,facebook,0.0,0.0,0.0,0.0,0.0,167,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,15.19,14.1731,12.1142,15.19,5696,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,434.36,405.2811,346.4067,434.36,175933,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,3.74,3.4896,2.9827,3.74,576,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_explore,instagram,0.0,0.02,0.0187,0.016,0.02,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_reels,instagram,0.0,0.0,0.0,0.0,0.0,0,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instagram_stories,instagram,0.0,3.35,3.1257,2.6717,3.35,1299,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,instream_video,facebook,0.0,15.59,14.5463,12.4332,15.59,24576,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,marketplace,facebook,0.0,0.79,0.7371,0.63,0.79,448,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_inbox,messenger,0.0,4.22,3.9375,3.3655,4.22,6272,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,messenger_stories,messenger,0.0,0.14,0.1306,0.1117,0.14,128,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,right_hand_column,facebook,0.0,0.17,0.1586,0.1356,0.17,64,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,search,facebook,0.0,0.73,0.6811,0.5822,0.73,593,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849512698510009,CLARO_CLAN_TIENDA NEGOCIOS_CONS_CON_FBIGME_01JUL21_31DIC22_6454_64544300743599001_ PERFORMANCE TVIRTUAL – Diario,223.45,537.12,2022-06-30,,2022-01-28,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,video_feeds,facebook,0.0,50.23,46.8673,40.059,50.23,24768,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,an_classic,audience_network,0.0,19.75,18.4278,15.7508,19.75,2016,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_reels,facebook,0.0,0.6,0.5598,0.4785,0.6,436,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,facebook_stories,facebook,0.0,27.78,25.9202,22.1548,27.78,3456,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,facebook,0.0,205.17,191.4346,163.6252,205.17,32720,
Active,3208640299265190,PE_Havas_ClaroPeru_3208640299265190,23849542393830009,CLARO_CLAN_CLARO NEGOCIOS AON_CONS_CON_FBIGME_01MAY21_31DIC22_6456_64564300743599001 – Diario,148.71,401.43,2022-06-30,,2022-02-01,AUCTION,ACTIVE,CONVERSIONS,,ACTIVE,USD,Facebook Ads,2022-06-08,feed,instagram,0.0,3.67,3.4243,2.9269,3.67,510,
