account_name,ad_group_id,ad_group_name,ad_group_status,campaign_name,campaign_status,creative_quality_score,currency,data_source_name,date,keyword,keyword_destination_url,keyword_id,keyword_labels,keyword_status,match_type,network,network_with_search_partners,post_click_quality_score,account_id,quality_score,average_position,clicks,conversions,conversion_value,cost,cost_eur,cost_gbp,cost_usd,engagements,impressions,interactions,view_through_conversions
Fijos,124928635886,AON FIJOS_BRAN_CPL_NA_INTERNET CLARO_01AGO21_31AGO21_116613,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Average,USD,Google Ads,2022-04-19,claro on line,,315701929172,,enabled,Broad,Search Network,Search partners,Above average,5130185605,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,124928635886,AON FIJOS_BRAN_CPL_NA_INTERNET CLARO_01AGO21_31AGO21_116613,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Average,USD,Google Ads,2022-04-19,claro pagina oficial,,300813389669,,enabled,Broad,Search Network,Search partners,Above average,5130185605,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0
Fijos,124928635886,AON FIJOS_BRAN_CPL_NA_INTERNET CLARO_01AGO21_31AGO21_116613,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,claro compras en linea,,337024548384,,enabled,Broad,Search Network,Search partners,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,124928635886,AON FIJOS_BRAN_CPL_NA_INTERNET CLARO_01AGO21_31AGO21_116613,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,claro linea,,298563085831,,enabled,Broad,Search Network,Google search,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0
Fijos,124928635886,AON FIJOS_BRAN_CPL_NA_INTERNET CLARO_01AGO21_31AGO21_116613,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,claro linea,,298563085831,,enabled,Broad,Search Network,Search partners,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0
Fijos,124928635886,AON FIJOS_BRAN_CPL_NA_INTERNET CLARO_01AGO21_31AGO21_116613,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634003_BRAND_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,pagina de claro peru,,636503063743,,enabled,Broad,Search Network,Google search,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125028822174,AON FIJOS_COMP_CPL_NA_ENTEL INTERNET CASA_01AGO21_31AGO21_116647,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,internet fijo entel,,303595876729,,enabled,Broad,Search Network,Google search,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0.0
Fijos,125028822174,AON FIJOS_COMP_CPL_NA_ENTEL INTERNET CASA_01AGO21_31AGO21_116647,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,internet fijo entel,,303595876729,,enabled,Broad,Search Network,Search partners,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0
Fijos,125028822414,AON FIJOS_COMP_CPL_NA_MOVISTAR INTERNET FIJO_01AGO21_31AGO21_116645,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,duo internet y telefono,,341780559299,,enabled,Broad,Search Network,Google search,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,125028824054,AON FIJOS_COMP_CPL_NA_PAQUETE INTERNET MOVISTAR_01AGO21_31AGO21_116639,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,contratar internet movistar,,297011522849,,enabled,Broad,Search Network,Google search,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0.0
Fijos,125028824054,AON FIJOS_COMP_CPL_NA_PAQUETE INTERNET MOVISTAR_01AGO21_31AGO21_116639,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,Below average,USD,Google Ads,2022-04-19,contratar internet movistar,,297011522849,,enabled,Broad,Search Network,Search partners,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0
Fijos,125918128443,AON FIJOS_GENE_CPL_NA_INTERNET FIJO_01AGO21_31AGO21_116678,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Above average,USD,Google Ads,2022-04-19,internet,,10011751,,enabled,Broad,Search Network,Search partners,Above average,5130185605,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,253,0,0.0
Fijos,125918128443,AON FIJOS_GENE_CPL_NA_INTERNET FIJO_01AGO21_31AGO21_116678,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Above average,USD,Google Ads,2022-04-19,internet lima,,5452176121,,enabled,Broad,Search Network,Search partners,Above average,5130185605,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0
Fijos,125918128443,AON FIJOS_GENE_CPL_NA_INTERNET FIJO_01AGO21_31AGO21_116678,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,mejor internet fijo peru,,426863914762,,enabled,Broad,Search Network,Search partners,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918128523,AON FIJOS_GENE_CPL_NA_INTERNET MODEM_01AGO21_31AGO21_116674,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,internet con modem,,299068687428,,enabled,Broad,Search Network,Google search,Above average,5130185605,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918128523,AON FIJOS_GENE_CPL_NA_INTERNET MODEM_01AGO21_31AGO21_116674,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,internet con modem,,299068687428,,enabled,Broad,Search Network,Search partners,Above average,5130185605,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918128523,AON FIJOS_GENE_CPL_NA_INTERNET MODEM_01AGO21_31AGO21_116674,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,internet wifi,,39091760,,enabled,Broad,Search Network,Search partners,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,94,0,0.0
Fijos,125918128683,AON FIJOS_GENE_CPL_NA_INTERNET PAQUETES_01AGO21_31AGO21_116680,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,paquetes de internet,,297503978581,,enabled,Broad,Search Network,Search partners,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0
Fijos,125918128683,AON FIJOS_GENE_CPL_NA_INTERNET PAQUETES_01AGO21_31AGO21_116680,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,paquetes internet hogar,,301315389345,,enabled,Broad,Search Network,Google search,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,125918128683,AON FIJOS_GENE_CPL_NA_INTERNET PAQUETES_01AGO21_31AGO21_116680,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,precio de internet hogar,,921572821333,,enabled,Broad,Search Network,Search partners,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918128723,AON FIJOS_GENE_CPL_NA_INTERNET PROMOCIONES_01AGO21_31AGO21_116677,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Above average,USD,Google Ads,2022-04-19,promociones internet,,70566291,,enabled,Broad,Search Network,Search partners,Above average,5130185605,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0
Fijos,125918128723,AON FIJOS_GENE_CPL_NA_INTERNET PROMOCIONES_01AGO21_31AGO21_116677,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Above average,USD,Google Ads,2022-04-19,promociones internet fijo,,747176880139,,enabled,Broad,Search Network,Google search,Above average,5130185605,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0.0
Fijos,125918128723,AON FIJOS_GENE_CPL_NA_INTERNET PROMOCIONES_01AGO21_31AGO21_116677,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Above average,USD,Google Ads,2022-04-19,promociones internet fijo,,747176880139,,enabled,Broad,Search Network,Search partners,Above average,5130185605,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0
Fijos,125918128723,AON FIJOS_GENE_CPL_NA_INTERNET PROMOCIONES_01AGO21_31AGO21_116677,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,compañias de internet,,1249290916,,enabled,Broad,Search Network,Google search,Above average,5130185605,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,0.0
Fijos,125918129243,AON FIJOS_GENE_CPL_NA_INTERNET CASA_01AGO21_31AGO21_116679,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Above average,USD,Google Ads,2022-04-19,internet casa,,31270741,,enabled,Broad,Search Network,Search partners,Above average,5130185605,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,125918129243,AON FIJOS_GENE_CPL_NA_INTERNET CASA_01AGO21_31AGO21_116679,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,contratar internet,,1408177239,,enabled,Broad,Search Network,Search partners,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918129243,AON FIJOS_GENE_CPL_NA_INTERNET CASA_01AGO21_31AGO21_116679,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,internet barato,,19914992,,enabled,Broad,Search Network,Google search,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0
Fijos,125918129243,AON FIJOS_GENE_CPL_NA_INTERNET CASA_01AGO21_31AGO21_116679,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,internet barato,,19914992,,enabled,Broad,Search Network,Search partners,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918129243,AON FIJOS_GENE_CPL_NA_INTERNET CASA_01AGO21_31AGO21_116679,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,wifi casa,,294903735062,,enabled,Broad,Search Network,Google search,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0
Fijos,125918129243,AON FIJOS_GENE_CPL_NA_INTERNET CASA_01AGO21_31AGO21_116679,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,wifi casa,,294903735062,,enabled,Broad,Search Network,Search partners,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Above average,USD,Google Ads,2022-04-19,internet hogar,,294576301582,,enabled,Broad,Search Network,Search partners,Above average,5130185605,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,internet hogar peru,,352698231028,,enabled,Broad,Search Network,Google search,Above average,5130185605,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,internet hogar peru,,352698231028,,enabled,Broad,Search Network,Search partners,Above average,5130185605,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,internet hogar planes,,302716488221,,enabled,Broad,Search Network,Search partners,Above average,5130185605,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,internet hogar precios,,302610524855,,enabled,Broad,Search Network,Google search,Above average,5130185605,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,internet para el hogar,,319670968754,,enabled,Broad,Search Network,Google search,Above average,5130185605,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,internet para el hogar,,319670968754,,enabled,Broad,Search Network,Search partners,Above average,5130185605,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,internet hogar perú,,921572819493,,enabled,Broad,Search Network,Google search,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,internet hogar perú,,921572819493,,enabled,Broad,Search Network,Search partners,Above average,5130185605,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,internet perú,,627546471099,,enabled,Broad,Search Network,Search partners,Above average,5130185605,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,mejor internet hogar,,154158889451,,enabled,Broad,Search Network,Google search,Above average,5130185605,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,mejor internet hogar,,154158889451,,enabled,Broad,Search Network,Search partners,Above average,5130185605,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,planes de internet para el hogar,,298760429519,,enabled,Broad,Search Network,Google search,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918129443,AON FIJOS_GENE_CPL_NA_INTERNET HOGAR_01AGO21_31AGO21_116675,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Below average,USD,Google Ads,2022-04-19,planes de wifi,,297004970294,,enabled,Broad,Search Network,Search partners,Above average,5130185605,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0
Fijos,125918129483,AON FIJOS_GENE_CPL_NA_PLANES INTERNET_01AGO21_31AGO21_116676,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,Average,USD,Google Ads,2022-04-19,planes de internet,,295135815502,,enabled,Broad,Search Network,Search partners,Above average,5130185605,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,0,0.0
Fijos,134610131889,SEARCH NETFLIX_BRAN_CPL_NA_NETFLIX CLARO_01ENE22_31ENE22_121600,enabled,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,Above average,USD,Google Ads,2022-04-19,netflix claro,,319723387636,,enabled,Broad,Search Network,Search partners,Above average,5130185605,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,134610131889,SEARCH NETFLIX_BRAN_CPL_NA_NETFLIX CLARO_01ENE22_31ENE22_121600,enabled,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,Above average,USD,Google Ads,2022-04-19,netflix con claro,,658337692554,,enabled,Broad,Search Network,Google search,Above average,5130185605,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,134610131929,SEARCH NETFLIX_BRAN_CPL_NA_PAGAR NETFLIX_01ENE22_31ENE22_121602,enabled,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,Above average,USD,Google Ads,2022-04-19,planes claro netflix,,1653845170967,,enabled,Broad,Search Network,Search partners,Above average,5130185605,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0
Postpago,131164088053,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND CLARO PORTABILIDAD_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,claro portabilidad,,15186513573,,enabled,Broad,Search Network,Search partners,Above average,5877113422,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Postpago,131164088053,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND CLARO PORTABILIDAD_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,portabilidad claro,,297465122610,,enabled,Broad,Search Network,Search partners,Above average,5877113422,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,131164088293,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND CAMBIATE A CLARO_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,cambiate a claro,,298957268802,,enabled,Broad,Search Network,Search partners,Above average,5877113422,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,131164088293,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND CAMBIATE A CLARO_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,cambiate claro,,357439202535,,enabled,Broad,Search Network,Google search,Above average,5877113422,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,131164088333,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND PORTABILIDAD POSTPAGO CLARO_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,portabilidad postpago claro,,420088860397,,enabled,Broad,Search Network,Search partners,Above average,5877113422,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,131164088613,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND PORTABILIDAD PROMOCIONES CLARO _,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Below average,USD,Google Ads,2022-04-19,promocion portabilidad claro,,297240352002,,enabled,Broad,Search Network,Search partners,Above average,5877113422,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,131446400837,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_GENERICS PORTABILIDAD_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,portabilidad,,39857781,,enabled,Broad,Search Network,Search partners,Above average,5877113422,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0
Postpago,131446400877,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_GENERICS PORTABILIDAD ONLINE_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,portabilidad online,,296427818086,,enabled,Broad,Search Network,Google search,Above average,5877113422,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,131446401117,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_GENERICS  PORTABILIDAD POSTPAGO_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,Above average,USD,Google Ads,2022-04-19,portabilidad postpago,,310908964265,,enabled,Broad,Search Network,Search partners,Above average,5877113422,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
