account_name,ad_group_id,ad_group_name,ad_group_status,campaign_name,campaign_status,creative_quality_score,currency,data_source_name,date,keyword,keyword_destination_url,keyword_id,keyword_labels,keyword_status,match_type,network,network_with_search_partners,post_click_quality_score,account_id,quality_score,average_position,clicks,conversions,conversion_value,cost,cost_eur,cost_gbp,cost_usd,engagements,impressions,interactions,view_through_conversions
Empresas,121645639653,CLARO NEGOCIOS AON_ABI_CLI_MBDS_ATEX_10MAY21_31DIC21_HFC GENERIC_INTERNET FIJO EMPRESA_11_CLARO NEGOCIOS AON_ATEX_NA_NA_10MAY21_31DIC21_INTERNET FIJO EMPRESA_HFC GENERIC,enabled,CLARO_CLAN_CLARO NEGOCIOS AON_CONV_CON_SEARCH_10MAY21_31DIC22_HFC GENERIC_6456_64564300743634001,enabled,,USD,Google Ads,2022-04-19,plan internet empresa,,456626800031,,enabled,Exact,Search Network,Search partners,,9205094647,,,1,0.0,0.0,0.59,0.5472,0.4535,0.59,0,2,1,0.0
Empresas,121645639653,CLARO NEGOCIOS AON_ABI_CLI_MBDS_ATEX_10MAY21_31DIC21_HFC GENERIC_INTERNET FIJO EMPRESA_11_CLARO NEGOCIOS AON_ATEX_NA_NA_10MAY21_31DIC21_INTERNET FIJO EMPRESA_HFC GENERIC,enabled,CLARO_CLAN_CLARO NEGOCIOS AON_CONV_CON_SEARCH_10MAY21_31DIC22_HFC GENERIC_6456_64564300743634001,enabled,,USD,Google Ads,2022-04-19,plan internet empresa,,650794686159,,enabled,Broad,Search Network,Google search,,9205094647,,,4,0.0,0.0,1.31,1.215,1.007,1.31,0,47,4,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,tv en linea,,17897376,,enabled,Broad,Search Network,Google search,,5130185605,,,3,0.0,0.0,0.56,0.5194,0.4305,0.56,0,10,3,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,tv on line por internet,,472158514970,,enabled,Broad,Search Network,Google search,,5130185605,,,4,0.0,0.0,0.71,0.6585,0.5458,0.71,0,34,4,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,tv on line por internet,,472158514970,,enabled,Broad,Search Network,Search partners,,5130185605,,,2,0.0,0.0,0.24,0.2226,0.1845,0.24,0,136,2,0.0
Fijos,125918128523,AON FIJOS_GENE_CPL_NA_INTERNET MODEM_01AGO21_31AGO21_116674,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,,USD,Google Ads,2022-04-19,internet y wifi,,294576304502,,enabled,Broad,Search Network,Google search,,5130185605,,,8,0.0,0.0,1.97,1.8272,1.5143,1.97,0,42,8,0.0
Imagen,70451886841,Claro Online,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,claro web,,298146820500,,enabled,Broad,Search Network,Google search,,7465087050,,,20,0.0,0.0,9.25,8.5793,7.1102,9.25,0,73,20,0.0
Imagen,70451886841,Claro Online,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,mi claro perú,,365396786521,,enabled,Broad,Search Network,Google search,,7465087050,,,29,0.0,0.0,9.34,8.6628,7.1794,9.34,0,81,29,0.0
Imagen,70451886841,Claro Online,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,mi claro web,,298563093351,,enabled,Broad,Search Network,Google search,,7465087050,,,6,0.0,0.0,2.45,2.2723,1.8832,2.45,0,16,6,0.0
Imagen,70451886841,Claro Online,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,paginas claro,,298316939664,,enabled,Broad,Search Network,Google search,,7465087050,,,40,0.0,0.0,13.11,12.1594,10.0773,13.11,0,139,40,0.0
Imagen,70451886841,Claro Online,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,web claro,,299606829269,,enabled,Broad,Search Network,Google search,,7465087050,,,166,0.0,0.0,76.84,71.2683,59.0646,76.84,0,567,166,0.0
Imagen,86738875391,Comunidad Claro,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,mi claro perú,,365396786521,,enabled,Broad,Search Network,Google search,,7465087050,,,4,0.0,0.0,0.56,0.5194,0.4305,0.56,0,10,4,0.0
Imagen,86738875391,Comunidad Claro,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,miclaro peru,,370491556003,,enabled,Broad,Search Network,Google search,,7465087050,,,1,0.0,0.0,0.99,0.9182,0.761,0.99,0,7,1,0.0
Postpago,126510665490,CLARO MAX INTERNACIONAL_GENE_CPL_NA_PLAN INTERNACIONAL_14MAY21_31DIC21_57436,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,celulares roaming,,596699348568,,enabled,Broad,Search Network,Google search,,5877113422,,,2,0.0,0.0,0.47,0.4359,0.3613,0.47,0,19,2,0.0
Postpago,126510665490,CLARO MAX INTERNACIONAL_GENE_CPL_NA_PLAN INTERNACIONAL_14MAY21_31DIC21_57436,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,roaming telefonia,,327436027406,,enabled,Broad,Search Network,Google search,,5877113422,,,4,0.0,0.0,0.56,0.5194,0.4305,0.56,0,10,4,0.0
Postpago,126510665650,CLARO MAX INTERNACIONAL_GENE_CPL_NA_VIAJES Y AGENCIAS_14MAY21_31DIC21_57438,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,pasaje de avion,,550606486,,enabled,Broad,Search Network,Google search,,5877113422,,,11,0.0,0.0,5.75,5.3331,4.4199,5.75,0,212,11,0.0
Postpago,126510665650,CLARO MAX INTERNACIONAL_GENE_CPL_NA_VIAJES Y AGENCIAS_14MAY21_31DIC21_57438,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,vuelos economicos,,41554682,,enabled,Broad,Search Network,Google search,,5877113422,,,4,0.0,0.0,1.8,1.6695,1.3836,1.8,0,76,4,0.0
Postpago,131164088613,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND PORTABILIDAD PROMOCIONES CLARO _,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,,USD,Google Ads,2022-04-19,portabilidad promociones claro,,482096333274,,enabled,Broad,Search Network,Google search,,5877113422,,,2,0.0,0.0,0.21,0.1948,0.1614,0.21,0,2,2,0.0
Postpago,135055478281,CLARO MAX_GENE_CPL_NA_INTERNET ILIMITADO_19MAR21_31DIC21_92952,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634002_GE - Migracion,enabled,,USD,Google Ads,2022-04-19,paquete internet ilimitado,,352701858696,,enabled,Broad,Search Network,Google search,,5877113422,,,1,0.0,0.0,0.04,0.0371,0.0307,0.04,0,1,1,0.0
Postpago,137075816048,CLARO MAX_BRAN_CPL_NA_PAQUETES CLARO_19MAR21_31DIC21_57284,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,2 play claro,,366574538814,,enabled,Broad,Search Network,Google search,,5877113422,,,31,0.0,0.0,5.88,5.4536,4.5198,5.88,0,275,31,0.0
Postpago,137075816048,CLARO MAX_BRAN_CPL_NA_PAQUETES CLARO_19MAR21_31DIC21_57284,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,paquetes claro peru,,356661250795,,enabled,Broad,Search Network,Google search,,5877113422,,,5,0.0,0.0,0.71,0.6585,0.5458,0.71,0,35,5,0.0
Postpago,137075816048,CLARO MAX_BRAN_CPL_NA_PAQUETES CLARO_19MAR21_31DIC21_57284,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,paquetes de megas claro,,353448631160,,enabled,Broad,Search Network,Google search,,5877113422,,,24,1.0,0.0,3.65,3.3853,2.8056,3.65,0,132,24,0.0
Postpago,138263345424,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_COMPETENCIA MOVISTAR PORTABILIDAD PERU_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_CO_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,,USD,Google Ads,2022-04-19,movistar portabilidad perú,,1297491204198,,enabled,Broad,Search Network,Google search,,5877113422,,,1,0.0,0.0,0.17,0.1577,0.1307,0.17,0,4,1,0.0
Postpago,138263346424,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_COMPETENCIA ENTEL PORTABILIDAD PERU_,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_CO_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,,USD,Google Ads,2022-04-19,entel portabilidad perú,,827962689972,,enabled,Broad,Search Network,Google search,,5877113422,,,3,0.0,0.0,0.79,0.7327,0.6072,0.79,0,15,3,0.0
Tienda,128783619823,samsung,enabled,PER_HMLIM_CLA_CTV_AON_AON POSTPAGO_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_GE_15JUN20_31DIC21_POSTPAGO MARCAS_pacingtm  TVIRTUAL,enabled,,USD,Google Ads,2022-04-19,cuanto cuesta samsung,,295510176940,,enabled,Broad,Search Network,Google search,,9464343309,,,5,0.0,0.0,0.8,0.742,0.6149,0.8,0,97,5,0.0
Tienda,131022711483,Celular Empresas,enabled,CLARO_CLAN_TIENDA NEGOCIOS_CONV_CON_SEARCH_01ENE21_31DIC22_TVG_6454_ 64544300743634001,enabled,,USD,Google Ads,2022-04-19,celular empresas,,301794335745,,enabled,Broad,Search Network,Google search,,9464343309,,,39,0.0,0.0,20.99,19.468,16.1344,20.99,0,129,39,0.0
Tienda,131022711483,Celular Empresas,enabled,CLARO_CLAN_TIENDA NEGOCIOS_CONV_CON_SEARCH_01ENE21_31DIC22_TVG_6454_ 64544300743634001,enabled,,USD,Google Ads,2022-04-19,celulares negocios,,555668045984,,enabled,Broad,Search Network,Google search,,9464343309,,,8,0.0,0.0,4.69,4.3499,3.6051,4.69,0,24,8,0.0
Tienda,140583095251,CYBERDAY MARZO_VARSEG_CPC_NA_GENERICS CYBER_28MAR22_30MAR22_125711,enabled,CLARO_CLAT_CYBER WOW_CONS_EQU_TRF_SEARCH_16ABR22_22ABR22_7126_71264300943634001_GE,enabled,,USD,Google Ads,2022-04-19,cyber days,,297921580756,,enabled,Broad,Search Network,Google search,,9464343309,,,6,0.0,0.0,0.81,0.7513,0.6226,0.81,0,124,6,0.0
Empresas,121645638453,CLARO NEGOCIOS AON_ABI_CLI_MBDS_ATEX_10MAY21_31DIC21_FIBRA GENERIC_FIBRA OPTICA_1_CLARO NEGOCIOS AON_ATEX_NA_NA_10MAY21_31DIC21_FIBRA OPTICA_FIBRA GENERIC,enabled,CLARO_CLAN_CLARO NEGOCIOS AON_CONV_CON_SEARCH_10MAY21_31DIC22_FIBRA GENERIC_6456_64564300743634001,enabled,,USD,Google Ads,2022-04-19,fibra optica para negocios,,348453994983,,enabled,Broad,Search Network,Google search,,9205094647,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0
Empresas,121645639653,CLARO NEGOCIOS AON_ABI_CLI_MBDS_ATEX_10MAY21_31DIC21_HFC GENERIC_INTERNET FIJO EMPRESA_11_CLARO NEGOCIOS AON_ATEX_NA_NA_10MAY21_31DIC21_INTERNET FIJO EMPRESA_HFC GENERIC,enabled,CLARO_CLAN_CLARO NEGOCIOS AON_CONV_CON_SEARCH_10MAY21_31DIC22_HFC GENERIC_6456_64564300743634001,enabled,,USD,Google Ads,2022-04-19,plan internet empresa,,456626800031,,enabled,Exact,Search Network,Google search,,9205094647,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0
Fijos,106282701975,AON FIJOS_BRAN_CPL_NA_COSTO INTERNET CLARO_01AGO21_31AGO21_116608,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634004_BRAND,enabled,,USD,Google Ads,2022-04-19,televisión de claro,,353800099869,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,106282702495,AON FIJOS_COMP_CPL_NA_ENTEL TELEFONÍA_01AGO21_31AGO21_116631,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634005_COMPETENCIA,enabled,,USD,Google Ads,2022-04-19,telefonía entel,,634550117240,,enabled,Broad,Search Network,Google search,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0
Fijos,106282705335,AON FIJOS_GENE_CPL_NA_INTERNET CASA_01AGO21_31AGO21_116664,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634001_GENERICO,enabled,,USD,Google Ads,2022-04-19,trabajar de casa,,623105288,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,tv online claro,,305480663255,,enabled,Broad,Search Network,Google search,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,tv online claro,,305480663255,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,ver television por internet,,19026266,,enabled,Broad,Search Network,Google search,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,ver television por internet,,19026266,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,ver tv hd,,297667688105,,enabled,Broad,Search Network,Google search,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0
Fijos,122433497219,LA NUEVA TV_VARSEG_CPL_NA_SEARCH LA NUEVA TV_13MAY21_31DIC22_89181,enabled,CLARO_CLAH_LA NUEVA TV_CONV_CON_SEARCH_13MAY21_31DIC22_2114_21144300743634001,enabled,,USD,Google Ads,2022-04-19,ver tv hd,,297667688105,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0.0
Fijos,125028823894,AON FIJOS_COMP_CPL_NA_PROMOCIONES MOVISTAR HOGAR_01AGO21_31AGO21_116638,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634006_COMPETENCIA_NUEVA,enabled,,USD,Google Ads,2022-04-19,movistar promos internet,,647445578771,,enabled,Broad,Search Network,Google search,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,125918128523,AON FIJOS_GENE_CPL_NA_INTERNET MODEM_01AGO21_31AGO21_116674,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,,USD,Google Ads,2022-04-19,internet y wifi,,294576304502,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,180,0,0.0
Fijos,125918128523,AON FIJOS_GENE_CPL_NA_INTERNET MODEM_01AGO21_31AGO21_116674,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,,USD,Google Ads,2022-04-19,router 4g wifi,,36903831620,,enabled,Broad,Search Network,Google search,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0
Fijos,125918128523,AON FIJOS_GENE_CPL_NA_INTERNET MODEM_01AGO21_31AGO21_116674,enabled,CLARO_CLAH_AON FIJOS_CONV_CON_SEARCH_01AGO21_31AGO21_4518_45184300743634002_GENERICO_NUEVO,enabled,,USD,Google Ads,2022-04-19,router 4g wifi,,36903831620,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0
Fijos,134610132409,SEARCH NETFLIX_BRAN_CPL_NA_SERIES NETFLIX_01ENE22_31ENE22_121598,enabled,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,,USD,Google Ads,2022-04-19,serie de netflix 2021,,1554059519646,,enabled,Broad,Search Network,Google search,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,134610132409,SEARCH NETFLIX_BRAN_CPL_NA_SERIES NETFLIX_01ENE22_31ENE22_121598,enabled,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,,USD,Google Ads,2022-04-19,serie de netflix 2021,,1554059519646,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Fijos,134610132409,SEARCH NETFLIX_BRAN_CPL_NA_SERIES NETFLIX_01ENE22_31ENE22_121598,enabled,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,,USD,Google Ads,2022-04-19,serie netflix 2021,,1301652571412,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Fijos,134610132409,SEARCH NETFLIX_BRAN_CPL_NA_SERIES NETFLIX_01ENE22_31ENE22_121598,enabled,CLARO_CLAH_SEARCH NETFLIX_CONV_CON_SEARCH_01ENE22_31ENE22_5746_57464300743634001_BRAND,enabled,,USD,Google Ads,2022-04-19,ver series netflix,,308351016911,,enabled,Broad,Search Network,Search partners,,5130185605,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,0,0.0
Imagen,70451886841,Claro Online,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,claro web,,298146820500,,enabled,Broad,Search Network,Search partners,,7465087050,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Imagen,70451886841,Claro Online,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,mi claro perú,,365396786521,,enabled,Broad,Search Network,Search partners,,7465087050,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Imagen,70451886841,Claro Online,enabled,Claro - Brand Puro - Search,enabled,,USD,Google Ads,2022-04-19,paginas claro,,298316939664,,enabled,Broad,Search Network,Search partners,,7465087050,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0
Postpago,126510665650,CLARO MAX INTERNACIONAL_GENE_CPL_NA_VIAJES Y AGENCIAS_14MAY21_31DIC21_57438,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,boletos de avión,,149266216,,enabled,Broad,Search Network,Google search,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0.0
Postpago,126510665650,CLARO MAX INTERNACIONAL_GENE_CPL_NA_VIAJES Y AGENCIAS_14MAY21_31DIC21_57438,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,boletos de avión,,149266216,,enabled,Broad,Search Network,Search partners,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0.0
Postpago,126510665650,CLARO MAX INTERNACIONAL_GENE_CPL_NA_VIAJES Y AGENCIAS_14MAY21_31DIC21_57438,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,pasaje de avion,,550606486,,enabled,Broad,Search Network,Search partners,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0.0
Postpago,126510665650,CLARO MAX INTERNACIONAL_GENE_CPL_NA_VIAJES Y AGENCIAS_14MAY21_31DIC21_57438,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,viajes avion,,17207222,,enabled,Broad,Search Network,Search partners,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0.0
Postpago,126510665650,CLARO MAX INTERNACIONAL_GENE_CPL_NA_VIAJES Y AGENCIAS_14MAY21_31DIC21_57438,enabled,CLARO_CLAG_UPSELL_CONV_CON_SEARCH_14MAY21_31DIC21_1049_10494300743634001_MIGRACION,enabled,,USD,Google Ads,2022-04-19,vuelos economicos,,41554682,,enabled,Broad,Search Network,Search partners,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,131164088813,AON POSTPAGO_ABI_LEA_MBDS_ATEX_01OCT20_31DIC20_BRAND PORTABILIDAD NUMERICA CLARO _,enabled,PER_HMLIM_CLA_PSPG_AON_CAMPAÑA PORTABILIDAD_112613_NN_900001494_DO_SUB_SEA_GAD_GG_LDG_CPL_BR_01OCT20_31DIC21_HM 15-65 ABC_55127_55407_55641 - Migracion,enabled,,USD,Google Ads,2022-04-19,pasar crédito de un claro a otro,,731070969809,,enabled,Broad,Search Network,Google search,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
Postpago,137075815648,CLARO MAX_BRAN_CPL_NA_CLARO ILIMITADO_19MAR21_31DIC21_57276,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,claro ilimitado planes,,922441204989,,enabled,Broad,Search Network,Google search,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0
Postpago,137075815648,CLARO MAX_BRAN_CPL_NA_CLARO ILIMITADO_19MAR21_31DIC21_57276,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,claro ilimitado planes,,922441204989,,enabled,Broad,Search Network,Search partners,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,137075815648,CLARO MAX_BRAN_CPL_NA_CLARO ILIMITADO_19MAR21_31DIC21_57276,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,megas ilimitados claro,,299838575979,,enabled,Broad,Search Network,Google search,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,137075815648,CLARO MAX_BRAN_CPL_NA_CLARO ILIMITADO_19MAR21_31DIC21_57276,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,planes de internet ilimitado claro,,304979267017,,enabled,Broad,Search Network,Google search,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0.0
Postpago,137075815808,CLARO MAX_BRAN_CPL_NA_CLARO INTERNACIONAL_19MAR21_31DIC21_57278,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,max internacional claro,,588759159991,,enabled,Broad,Search Network,Google search,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0
Postpago,137075815848,CLARO MAX_BRAN_CPL_NA_CLARO MAX_19MAR21_31DIC21_57280,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,max familia claro,,1211936848983,,enabled,Broad,Search Network,Google search,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
Postpago,137075816048,CLARO MAX_BRAN_CPL_NA_PAQUETES CLARO_19MAR21_31DIC21_57284,enabled,CLARO_CLAG_CLARO MAX_CONV_CON_SEARCH_19MAR21_31DIC21_1039_10394300743634001_BR - Migracion,enabled,,USD,Google Ads,2022-04-19,2 play claro,,366574538814,,enabled,Broad,Search Network,Search partners,,5877113422,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0
